,text,category,median
741,"RT @dianadagostino_: ""El hombre inteligente habla con autoridad cuando dirige su propia vida.""-Platón. noun punctuation noun punctuation punctuation punctuation determiner noun adjective verb adposition noun pronoun verb determiner adjective noun punctuation punctuation punctuation noun punctuation",0,0
742,"Típico: —Me acompañas a... —No. —Te compro alg... —Bueno, vamos. noun punctuation punctuation noun verb adposition punctuation punctuation noun punctuation punctuation noun verb noun punctuation punctuation noun punctuation verb punctuation",1,3
743,"- ¿Porque bebes tanto? -Por venganza - ¿Una venganza?, ¿cuál? -El vino acabó con mi padre y yo me propuse acabar con el vino. punctuation punctuation conjunction verb adverb punctuation punctuation adposition noun punctuation punctuation determiner noun punctuation punctuation punctuation pronoun punctuation punctuation determiner noun verb adposition determiner noun conjunction pronoun pronoun verb verb adposition determiner noun punctuation",1,4
744,- ¿Tenes Alzheimer igual que yo? -Claro que no - ¿Claro que no qué? - ¿Qué de qué? -¿Quién sos? -Hola punctuation punctuation noun adjective pronoun pronoun punctuation punctuation adjective pronoun adverb punctuation punctuation adverb conjunction adverb pronoun punctuation punctuation punctuation pronoun adposition pronoun punctuation punctuation punctuation pronoun noun punctuation punctuation interjection,1,4
745,"¡PUTA DISTANCIA! —Hijo, ¿ya estas enamorado otra vez? —No mamá, el cable del cargador no llega hasta mi cama. punctuation noun punctuation punctuation noun punctuation punctuation adverb determiner noun determiner noun punctuation punctuation noun noun punctuation determiner noun adposition determiner noun adverb verb adposition determiner noun punctuation",1,3
746,Era un tipo que tenía una amante tan fea pero tan fea... que todos pensaban que era su esposa. verb determiner noun pronoun verb determiner noun adverb adjective conjunction adverb adjective punctuation conjunction pronoun verb conjunction verb determiner noun punctuation,1,1
747,Mi vecina es tan gorda que primero llena la bañera y después abre el agua by @hadacon  determiner noun verb adverb adjective pronoun adverb verb determiner noun conjunction adverb verb determiner noun noun punctuation noun,1,4
748,"Erase una vez un niño tan pero tan feo, que el cura lo bautizó de lejos con una pistola de agua. verb pronoun determiner noun determiner noun adverb conjunction adverb adjective punctuation conjunction determiner noun pronoun verb adposition adverb adposition determiner noun adposition noun punctuation",1,1
749,Subir un tweet buenísimo y segundos después darte cuenta que esta mal escroto. verb determiner noun adjective conjunction noun adverb verb conjunction determiner adjective noun punctuation,1,2
750,"Si la vida te da la espalda, agárrala de la cintura, susurrale al oído y enamórala. conjunction determiner noun pronoun verb determiner noun punctuation verb pronoun adposition determiner noun punctuation verb pronoun adposition determiner noun conjunction verb pronoun punctuation",1,1
751,"RT @AmorProhibid0: Sábado de cine, vayan a ver la divertida película  https://t.co/dFeZEYBBJj se las recomiendo mucho noun punctuation number punctuation date adposition noun punctuation verb adposition verb determiner verb noun noun pronoun pronoun verb adverb",0,0
752,Mirarte en el espejo y salir corriendo a felicitar a tu mamá verb pronoun adposition determiner noun conjunction verb verb adposition verb adposition determiner noun,1,3
753,"RT @iPENSAMIENT0: No te preocupes si todavía estás sola/o, Dios te está mirando y diciendo: ""Te estoy guardando para alguien especial"". noun punctuation number punctuation adverb pronoun verb conjunction adverb verb adjective punctuation conjunction punctuation noun pronoun verb verb conjunction verb punctuation punctuation pronoun verb verb adposition pronoun adjective punctuation punctuation",0,0
754,"Típico : Ver a alguien que tu amigo odia y decirle: Mira, ahí está tu mejor amigo. noun punctuation verb adposition pronoun conjunction determiner noun verb conjunction verb pronoun punctuation verb punctuation adverb verb determiner adjective noun punctuation",1,1
755,"-Una ardilla astronauta..
-Un caracol que maúlla..
-Un cangrejo que tiene una hija ballena..
¿Qué se habrá fumado el creador de Bob Esponja? punctuation determiner noun noun punctuation punctuation punctuation determiner noun pronoun verb punctuation punctuation punctuation determiner noun pronoun verb determiner noun noun punctuation punctuation punctuation pronoun pronoun verb verb determiner noun adposition noun punctuation",1,3
756," Son buenos para el Estres,Aburrimiento,Deprecion, Angustia, Sabiduria,Estudios, Colegio,ETC! En conclusión= Que vivan los libros! verb adjective adposition determiner noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation punctuation punctuation adposition noun punctuation noun verb determiner noun punctuation",1,3
757, ¿Duele verdad?  ¿Qué?  Que digan que el profesor no vino y a los 15 minutos llegue. punctuation punctuation verb noun punctuation punctuation punctuation pronoun punctuation punctuation noun verb conjunction determiner noun adverb verb conjunction adposition determiner number verb punctuation,1,1
758,Ese instinto homicida que te surge al caminar detrás de una persona lenta. determiner noun adjective pronoun pronoun verb adposition determiner verb adposition determiner noun adjective punctuation,0,0
759,"Hijo sé q eres gay, pero quiero q hagas un esfuerzo e intentes sacar el hombre que tienes adentro -Esta bien. Fredy, mi amor sal del armario noun verb noun verb adjective punctuation conjunction verb noun verb determiner noun conjunction verb verb determiner noun pronoun verb adverb punctuation determiner noun punctuation noun punctuation determiner noun noun adposition determiner noun",1,4
760,"Todo lo que me gusta es: ilegal, inmoral, engorda, eadictivo, caro o imposible! pronoun determiner pronoun pronoun verb verb punctuation adjective punctuation adjective punctuation verb punctuation adjective punctuation adjective conjunction adjective punctuation",0,0
761,"-Hija, ordena tu cuarto que viene toda la familia a cenar en casa - ¿Y van a cenar encima de mi escritorio o de mi cama? punctuation noun punctuation verb determiner adjective pronoun verb determiner determiner noun adposition verb adposition noun punctuation punctuation conjunction verb adposition verb adposition determiner noun conjunction adposition determiner noun punctuation",1,2
762,Yo tambien grite NOOOOO cuando el profesor borro el pizarron. pronoun verb verb noun conjunction determiner noun noun determiner verb punctuation,0,0
763,En twitter: Inicio - Conecta - Inicio - Conecta En la vida real: Habitación - computadora- comer -Habitación - computadora - comer adposition noun punctuation noun punctuation verb punctuation noun punctuation verb noun determiner noun adjective punctuation noun punctuation noun punctuation verb punctuation noun punctuation noun punctuation verb,0,0
764,"Yo también soy de ese 99,9999% de la población que, después de la vacaciones, no se acuerda ni de como escribir. pronoun adverb verb adposition determiner number adposition determiner noun pronoun punctuation adposition determiner noun punctuation adverb pronoun verb conjunction adposition conjunction verb punctuation",1,1
765,"—¿Te caíste de la bici? —No, yo me bajo así punctuation punctuation pronoun verb adposition determiner noun punctuation punctuation noun punctuation pronoun pronoun verb adverb",1,4
766,¿Que es peor que tener una piedra en el zapato? Tener un granito de arena en el condón :D by @DianiSveraL   punctuation conjunction verb adjective conjunction verb determiner noun adposition determiner noun punctuation verb determiner noun adposition noun adposition determiner noun punctuation noun noun punctuation noun,1,2
767,"¿Extrañarte? Jajajajajajaja ni que fueras... Bueno si, si te extraño :( punctuation verb pronoun punctuation noun conjunction verb punctuation interjection conjunction punctuation conjunction pronoun verb punctuation punctuation",1,2
768,Tu altura es común... comunduende determiner noun verb adjective punctuation verb,1,4
769,-¿Eres bueno en la cama? -¡Claro que sí! ¡Duermo 12 horas todos los días!   punctuation punctuation verb adjective adposition determiner noun punctuation punctuation punctuation interjection conjunction adverb punctuation punctuation verb number determiner determiner noun punctuation,1,4
770,No son buenas noches si no las termino hablando contigo. adverb verb adjective noun conjunction adverb pronoun verb verb pronoun punctuation,0,0
771,Era una señora tan recatada que se cambió de casa porque la calle donde vivía era de doble sentido... by @David_Correal verb determiner noun adverb verb pronoun pronoun verb adposition noun conjunction determiner noun pronoun verb verb adposition adjective noun punctuation noun punctuation noun,1,2
772,"— Mi amor, tienes mermelada en la mejilla, ¿te la chupo? — Uy si, pero primero límpiame la mejilla! punctuation noun noun punctuation verb noun adposition determiner noun punctuation punctuation pronoun pronoun verb punctuation punctuation noun conjunction punctuation conjunction adverb verb pronoun determiner noun punctuation",1,5
773,"Que no se pierda la bonita costumbre de dormir hasta el medio día, para demostrarle a todos que eres una persona que lucha por sus sueños conjunction adverb pronoun verb determiner adjective noun adposition verb adposition determiner adjective noun punctuation adposition verb pronoun adposition pronoun pronoun verb determiner noun pronoun verb adposition determiner noun",1,2
774,"-¡Amor tengo hambre! -¿Y que quieres comer? -¡Quiero comerte a tí a puros besotes! -¡Aww! ¿En serio? -Obvio no pendeja, pásame las galletas. punctuation punctuation noun verb noun punctuation punctuation punctuation conjunction conjunction verb verb punctuation punctuation punctuation verb verb pronoun adposition noun adposition adjective noun punctuation punctuation punctuation noun punctuation punctuation adposition adjective punctuation punctuation adjective adverb noun punctuation verb pronoun determiner noun punctuation",1,2
